_id,label,table1.id,table2.id,table1.name,table2.name,table1.description,table2.description,table1.price,table2.price
70,0,990,589,sharp aquos 52 ' d85u series black lcd flat panel hdtv lc52d85u,sharp aquos lc-37d64u 37 ' lcd tv,"sharp aquos 52 ' d85u series black lcd flat panel hdtv lc52d85u full hd 1080p ( 1920 x 1080 ) resolution 10-bit advanced super view 120hz fine motion enhanced built-in atsc/qam/ntsc tuners 60,000 hours lamp life 10,000:1 dynamic contrast ratio 4ms response time 3-wavelength back-light system black finish","37 ' active matrix tft ntsc , atsc 16:9 1920 x 1080 hdtv",,880.72
71,0,190,35,panasonic kx-tg4500b black 5.8 ghz cordless phone system kxtg4500b,panasonic kx-ts208w corded phone,panasonic kx-tg4500b black 5.8 ghz cordless phone system kxtg4500b frequency-hopping spread spectrum technology all-digital voice mail system handles up to 4 lines tollsaver 2-way recording black finish,2 x phone line ( s ) headset white,,
72,0,326,1016,apple 1gb silver ipod shuffle mb225lla,apple ipod touch 16gb flash portable media player mb531lla,apple 1gb silver 2nd generation ipod shuffle mb225lla holds up to 240 songs 12 hours of continuous playback skip-free playback battery indicator shuffle switch built-in clip mac and windows compatible mb226lla silver finish,"audio player , video player , photo viewer 3.5 ' color lcd 16gb flash memory",49.0,309.99
73,0,1076,244,logitech cordless desktop wave keyboard and mouse combo 920000264,logitech dinovo edge keyboard 967685-0403,logitech cordless desktop wave keyboard and mouse combo 920000264 contoured wave-shaped key design cushioned contoured palm rest adjustable keyboard height comfortable design high-performance laser mouse instant media access programmable f-keys compatible with pc and mac black finish,usb,79.0,
74,0,11,717,panasonic 2-line integrated telephone system kxts208w,panasonic sc-pt760 home theater system,panasonic 2-line integrated telephone system kxts208w 3-way conference one-touch/speed dialer speakerphone white finish,panasonic sc-pt760 premium sound dvd home theater system with kelton subwoofer,,319.97
75,0,789,516,panasonic dect 6.0 silver digital cordless handset kxtga630s,panasonic kx-tg4324b 5.8 ghz expandable digital cordless phone,panasonic dect 6.0 silver digital cordless handset kxtga630s for use with panasonic 6300 and 9300 series phone systems dect 6.0 technology 60 channels call waiting caller id 1.4 ' amber backlit lcd display wall mountable 11 days standby time 5 hours talk time silver finish,1 x phone line ( s ) black,29.99,78.33
76,0,935,859,sony vaio ns series silver notebook computer vgnns190js,sony z591u/b notebook vgnz591u/b,sony vaio ns series silver notebook computer vgnns190js 2.0 ghz intel core 2 duo processor t5800 15.4 ' ( 1280 x 800 ) xbrite-eco widescreen display 250gb serial ata 5400rpm hard drive built-in 1.3 megapixel motion eye camera and microphone 4gb pc2-6400 ( 2gbx2 ) installed memory 800mhz front side bus speed 2mb l2 cache genuine microsoft windows vista home premium 64-bit blu-ray drive ( read only ) silver finish,"sony vaio z591u/b laptop intel centrino 2 core 2 duo p9500 2.53 ghz , 4gb ddr3 , 320gb sata hdd , 13.1 ' lcd , br-rom/dvdrw , 802.11 a/b/g / n , bluetooth , windows vista ultimate",,2849.99
77,0,43,347,panasonic genius prestige inverter microwave convection oven nnc994ss in stainless steel nnc994ss,panasonic 2.2 cu . ft. stainless steel luxury full size countertop microwave oven nnsd967ss,panasonic genius prestige microwave convection oven nnc994ss 1.5 cubic foot capacity 1100 w microwave inverter power 1500 w convection power genius sensor cook two level cooking half mirror finish glass door stainless steel finish,,,
78,0,235,772,lg lrbp1031 white bottom-freezer refrigerator lrbp1031wh,lg 24.7 cu . ft. stainless steel french door bottom mount refrigerator,lg lrbp1031w 10 cu . ft. white bottom-freezer refrigerator lrbp1031wh 2 tempered glass shelves 3 see-thru freezer drawers with ice trays 2 vegetable crispers electronic temperature controls multi-air flow cooling quick freezing drawer door open alarm energy saving vacation mode,,,
79,0,741,1077,sony 42 ' bravia v series black lcd flat panel hdtv kdl42v4100,sony bravia xbr series kdl-52xbr6 52 ' lcd tv kdl52xbr6,sony 42 ' bravia v series black lcd flat panel hdtv kdl42v4100 1920 x 1080 full hd 1080p resolution digital media extender ( dmex ) bravia engine technology advanced contrast enhancer ( ace ) enhanced ( xmb ) user interface with rich 3d graphics 24p true cinema black finish,"52 ' active matrix tft atsc , ntsc 16:9 1920 x 1080 dolby , surround hdtv 480i , 480p , 720p , 1080i , 1080p",,2573.72
80,0,597,289,transcend 4gb micro secure digital memory card ts4gusdhc6,transcend 4gb secure digital high capacity ( sdhc ) card class 6 ts4gsdhc6,transcend 4gb micro secure digital memory card ts4gusdhc6 4gb microsd card with adapter compatible with cell phones and mobile devices with microsd input mechanical write protection switch includes adapter to fit sdcard slot for data transfer compliant with secure digital music initiative black finish,transcend 4gb sdhc class 6 secure digital high capacity card,,5.74
81,0,985,736,panasonic silver 8.1 megapixel digital camera dmcfs3s,canon eos rebel xsi digital slr camera silver 2757b001,panasonic silver 8.1 megapixel digital camera dmcfs3s 8.1-megapixel 33mm lens 3x optical zoom intelligent auto mode 2.5 ' diagonal intelligent lcd mega optical image stabilization intelligent iso control face detection hi-speed burst mode silver finish,12.2 megapixel 3 ' active matrix tft color lcd,,
82,0,15,299,panasonic hands free headset kxtca92,panasonic kx-tg1032s dual handset digital cordless phone,panasonic hands free headset kxtca92 comfort fit with fold design noise cancelling microphone volume control mute standard 2.5 mm connection,1 x phone line ( s ) headset jack silver,25.0,61.14
83,0,270,345,panasonic countertop microwave oven in stainless steel nnsd667ss,panasonic nnsd767s 1.6 cu . ft. stainless steel countertop microwave oven,panasonic nn-sd667s countertop microwave oven in stainless steel nnsd667ss 1.2 cubic foot 1250 watts high power 10 power levels 5 cooking stages quick minute easy-to-use pop-out dial one-touch sensor cooking inverter turbo defrost multi-lingual menu action screen popcorn key stainless steel finish,,,
84,0,813,927,samsung stereo bluetooth headset in black sbh500,jabra bt2070 bluetooth headset 100-92070000-02,samsung stereo bluetooth headset sbh500 integrated microphone receive inbound calls enjoy full fidelity and premium audio sound 12 hours talk time 11 hours play time 205 hours of standby time send & end function 3-way calling wireless stereo music streaming black finish,,,
85,0,242,748,pioneer cd-i200 ibus interface cable for ipod cdi200,pioneer direct control cable cd-iu230v,pioneer cd-i200 ibus interface cable for ipod cdi200 direct connection for your ipod fast and easy control of your ipod easy connection to compatible pioneer units black finish,"1 x proprietary 1 x type a usb , 3 x rca",,41.44
86,0,432,101,canon green photo ink cartridge cli8g,canon cl-52 photo ink cartridge for pixma ip6210d and pixma ip6220d printers 0619b002,canon green photo ink cartridge cli8g fine technology for exceptional sharpness & detail compatible with canon pixma pro9000,color,16.0,18.16
87,0,850,676,speck seethru orange hard shell case for 15 ' macbook mb15orgseev2,speck products seethru case for apple macbook air mba-pnk-see,speck seethru orange hard shell case for 15 ' macbook mb15orgseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support orange finish,plastic pink,,
88,0,677,834,sony 46 ' bravia s-series black lcd flat panel hdtv kdl46s4100,sony bravia m series kdl-26m4000 26 ' lcd tv kdl26m4000,"sony 46 ' bravia s-series black lcd flat panel hdtv kdl46s4100 1920 x 1080 full hd resolution 24p true cinema atsctm/ntsc tuner with qam 2,500:1 contrast ratio cinemotion reverse 3:2 pulldown technology 3d comb filter mpeg noise reduction black finish","26 ' atsc , ntsc 16:9 1366 x 768 hdtv",,538.72
89,0,993,655,canon black ef 70-300mm f/4 -5.6 is usm telephoto zoom lens 0345b002,canon ef-s 55-250mm f/4 -5.6 is telephoto zoom lens 2044b002,canon black ef 70-300mm f/4 -5.6 is usm telephoto zoom lens 0345b002 15 elements in 10 groups lens construction 4.9 feet closest focusing distance 6-group helical zoom 58mm filter size black finish,55mm to 250mm f/4 to 5.6,,232.98
90,0,554,122,logitech harmony one advanced universal remote control harmony1,logitech harmony 890 advanced universal remote 966193-0403,"logitech harmony one advanced universal remote control harmony1 one-touch access to your entertainment replaces up to 15 remotes full-color touch screen sculpted , backlighted buttons in logical zones ergonomic design rechargeable guided online setup world?s largest av control database/915 -000035",,249.0,248.9
91,0,536,401,sony silver digital voice recorder icdb600,sony vrdmc5 digital video recorder,sony silver digital voice recorder icdb600 512mb built-in flash memory up to 300 hours of recording time 3 recording modes 4 message folders large lcd display voice operated recording 250mw speaker output date and time stamp silver finish,"dvd + rw , dvd-rw , dvd + r , memory stick , memory stick duo , secure digital ( sd ) card , xd-picture card , compactflash ( cf ) dvd video , mp3 1 disc 12hour recording",39.0,166.29
92,1,108,123,logitech harmony 890 advanced universal remote control h890,"logitech harmony 890 advanced universal remote hdtv , tv , dvd player ( s ) , lighting , audio system 100 ft universal remote 966193-0403",logitech harmony 890 advanced universal remote control h890 quick and simple set up advanced online setup and update wizard uses both radio frequency ( rf ) and infrared ( ir ) wireless signals integrate up to 15 devices 8 on-screen activity buttons rechargeable lithium ion battery and charging station included fully backlit comfort-grip shape,,,335.11
93,0,881,839,sony 52 ' bravia xbr series black lcd flat panel hdtv kdl52xbr6,sony bravia s series kdl-46s4100 46 ' lcd tv kdl46s4100,sony 52 ' bravia xbr series black lcd flat panel hdtv kdl52xbr6 1920 x 1080 full hd 1080p resolution digital media extender ( dmex ) bravia engine ii technology advanced contrast enhancer ( ace ) 24p true cinema 120hz refresh rate with dejudder processing bottom-mounted speaker black finish,"46 ' atsc , ntsc 16:9 1920 x 1080 hdtv",,1188.65
94,0,576,507,canon silver 10 megapixel powershot digital camera sd790is,canon dc320 digital camcorder 2691b001,canon silver 10 megapixel powershot digital camera sd790is 10.0 megapixel 3x optical zoom optical image stabilizer 3.0 ' purecolor lcd face detection technology motion detection technology digic iii image processor red-eye correction silver finish,canon dc320 dvd digital camcorder,,299.99
95,0,479,936,sony black cyber-shot digital camera dscw150b,nikon coolpix s610 digital camera midnight black 26125,sony dscw150 black cyber-shot digital camera dscw150b 8.1 megapixels 2.7 ' lcd display 15 mb internal memory carl zeiss 5x optical zoom lens 16:9 high-resolution mode 9-point auto focus automatic macro shooting high sensitivity mode burst mode face detection intelligent scene recognition mode in-camera retouching super steadyshot optical image stabilization with anti-blur solution music slideshow hdtv compatibility beginner-friendly function guide black finish,10 megapixel 16:9 4x optical zoom 4x digital zoom 3 ' active matrix tft color lcd,,
96,0,573,206,sony black usb stereo turntable system pslx300usb,ge pre-amplifier for stereo turntable 23292,"sony black usb stereo turntable system pslx300usb transfer classic vinyl to pc , walkman , or mp3 player usb and rca audio output 45 rpm record playback belt drive system dust cover black finish",,149.0,23.72
97,0,472,568,yamaha 7.2 channel black digital home theater receiver rxv863bk,polk audio rm705 black 5.1 channel home theater system rm 705,yamaha 7.2 channel black digital home theater receiver rxv863bk 4 scene buttons xm ready with xm hd surround sirius satellite radio ready ypao ipod compatibility bluetooth compatibility multi-zone control compatibility on-screen display black finish call for latest price,,899.0,398.72
98,0,733,742,sony black component home theater system ht7200dh,yamaha yht-390bl home theater system yht-390bl,sony black component home theater system ht7200dh 900 watts 5.1 channels hdmi 1080p output dvd player hdmi active intellegence av receiver 5 satellite speakers xm ready black finish,", 5.1 speakers progressive scan 600w rms black",499.0,319.96
99,0,108,106,logitech harmony 890 advanced universal remote control h890,universal aeros ir/rf remote control mx850,logitech harmony 890 advanced universal remote control h890 quick and simple set up advanced online setup and update wizard uses both radio frequency ( rf ) and infrared ( ir ) wireless signals integrate up to 15 devices 8 on-screen activity buttons rechargeable lithium ion battery and charging station included fully backlit comfort-grip shape,"tv , dvd player , audio receivers , cable box , satellite receiver , pvr ( personal video recorder ) 100 ft universal remote",,256.99
100,1,1062,986,speck toughskin black case for 4th generation ipod nano nn4tsblk,4g nano toughskin black nn4-ts-blk,speck toughskin black case for 4th generation ipod nano nn4tsblk tough custom-fit protective case durable shock-absorbing material detachable rotating belt clip openings to all connections and controls black finish,,29.0,18.58
