id,Song_Name,Artist_Name,Album_Name,Genre,Price,CopyRight,Time,Released
139,546 : No Way Out ( Part 1 of 2 ),Adventures in Odyssey,# 42 : No Way Out,"Children 's , Children 's Music , Christian Contemporary Music , Christian",$ 1.99,2004 Focus on the Family,21:49,"December 9 , 2001"
140,547 : No Way In ( Part 2 of 2 ),Adventures in Odyssey,# 42 : No Way Out,"Children 's , Children 's Music , Christian Contemporary Music , Christian",$ 1.99,2004 Focus on the Family,24:03:00,"December 9 , 2001"
141,"703 : The Labyrinth , Part 1 of 3",Adventures in Odyssey,# 55 : The Deep End,"Children 's , Children 's Music , Christian Contemporary Music , Christian",$ 1.99,2012 Focus on the Family,24:22:00,"December 9 , 2001"
142,"704 : The Labyrinth , Part 2 of 3",Adventures in Odyssey,# 55 : The Deep End,"Children 's , Children 's Music , Christian Contemporary Music , Christian",$ 1.99,2012 Focus on the Family,22:56,"December 9 , 2001"
143,"705 : The Labyrinth , Part 3 of 3",Adventures in Odyssey,# 55 : The Deep End,"Children 's , Children 's Music , Christian Contemporary Music , Christian",$ 1.99,2012 Focus on the Family,22:15,"December 9 , 2001"
144,706 : To Mend or Repair,Adventures in Odyssey,# 55 : The Deep End,"Children 's , Children 's Music , Christian Contemporary Music , Christian",$ 1.99,2012 Focus on the Family,25:43:00,"December 9 , 2001"
145,707 : Mistaken for Good,Adventures in Odyssey,# 55 : The Deep End,"Children 's , Children 's Music , Christian Contemporary Music , Christian",$ 1.99,2012 Focus on the Family,25:21:00,"December 9 , 2001"
146,"708 : Sergeant York , Part 1 of 4",Adventures in Odyssey,# 55 : The Deep End,"Children 's , Children 's Music , Christian Contemporary Music , Christian",$ 1.99,2012 Focus on the Family,24:34:00,"December 9 , 2001"
147,"709 : Sergeant York , Part 2 of 4",Adventures in Odyssey,# 55 : The Deep End,"Children 's , Children 's Music , Christian Contemporary Music , Christian",$ 1.99,2012 Focus on the Family,21:32,"December 9 , 2001"
148,"710 : Sergeant York , Part 3 of 4",Adventures in Odyssey,# 55 : The Deep End,"Children 's , Children 's Music , Christian Contemporary Music , Christian",$ 1.99,2012 Focus on the Family,19:26,"December 9 , 2001"
149,"711 : Sergeant York , Part 4 of 4",Adventures in Odyssey,# 55 : The Deep End,"Children 's , Children 's Music , Christian Contemporary Music , Christian",$ 1.99,2012 Focus on the Family,20:36,"December 9 , 2001"
150,712 : Child 's Play,Adventures in Odyssey,# 55 : The Deep End,"Children 's , Children 's Music , Christian Contemporary Music , Christian",$ 1.99,2012 Focus on the Family,24:35:00,"December 9 , 2001"
151,"713 : Something Old , Something New , Part 1 of 2",Adventures in Odyssey,# 55 : The Deep End,"Children 's , Children 's Music , Christian Contemporary Music , Christian",$ 1.99,2012 Focus on the Family,23:50,"December 9 , 2001"
152,"714 : Something Old , Something New , Part 2 of 2",Adventures in Odyssey,# 55 : The Deep End,"Children 's , Children 's Music , Christian Contemporary Music , Christian",$ 1.99,2012 Focus on the Family,26:08:00,"December 9 , 2001"
153,"715 : The Perfect Church , Part 1 of 2",Adventures in Odyssey,# 56 : The Grand Design,"Children 's , Children 's Music , Christian Contemporary Music , Christian",$ 1.99,2012 Focus on the Family,23:29,"October 6 , 2012"
154,"716 : The Perfect Church , Part 2 of 2",Adventures in Odyssey,# 56 : The Grand Design,"Children 's , Children 's Music , Christian Contemporary Music , Christian",$ 1.99,2012 Focus on the Family,24:23:00,"October 6 , 2012"
155,717 : Great Expectations,Adventures in Odyssey,# 56 : The Grand Design,"Children 's , Children 's Music , Christian Contemporary Music , Christian",$ 1.99,2012 Focus on the Family,24:05:00,"October 6 , 2012"
156,718 : For Three Dollars More,Adventures in Odyssey,# 56 : The Grand Design,"Children 's , Children 's Music , Christian Contemporary Music , Christian",$ 1.99,2012 Focus on the Family,24:56:00,"October 6 , 2012"
157,719 : The Bible Network,Adventures in Odyssey,# 56 : The Grand Design,"Children 's , Children 's Music , Christian Contemporary Music , Christian",$ 1.99,2012 Focus on the Family,22:32,"October 6 , 2012"
158,720 : Happy Hunting,Adventures in Odyssey,# 56 : The Grand Design,"Children 's , Children 's Music , Christian Contemporary Music , Christian",$ 1.99,2012 Focus on the Family,25:04:00,"October 6 , 2012"
159,721 : The Holy Hoopster,Adventures in Odyssey,# 56 : The Grand Design,"Children 's , Children 's Music , Christian Contemporary Music , Christian",$ 1.99,2012 Focus on the Family,26:21:00,"October 6 , 2012"
160,721a : Bonus ! Extended Mix Of The Holy Hoopster '' Rap '',Adventures in Odyssey,# 56 : The Grand Design,"Children 's , Children 's Music , Christian Contemporary Music , Christian",$ 1.99,2012 Focus on the Family,1:15,"October 6 , 2012"
161,722 : The Lost Riddle,Adventures in Odyssey,# 56 : The Grand Design,"Children 's , Children 's Music , Christian Contemporary Music , Christian",$ 1.99,2012 Focus on the Family,27:05:00,"October 6 , 2012"
162,723 : Groundhog Jay,Adventures in Odyssey,# 56 : The Grand Design,"Children 's , Children 's Music , Christian Contemporary Music , Christian",$ 1.99,2012 Focus on the Family,23:43,"October 6 , 2012"
163,"724 : Home Again , Part 1 of 2",Adventures in Odyssey,# 56 : The Grand Design,"Children 's , Children 's Music , Christian Contemporary Music , Christian",$ 1.99,2012 Focus on the Family,24:26:00,"October 6 , 2012"
164,"725 : Home Again , Part 2 of 2",Adventures in Odyssey,# 56 : The Grand Design,"Children 's , Children 's Music , Christian Contemporary Music , Christian",$ 1.99,2012 Focus on the Family,22:17,"October 6 , 2012"
165,"727 : Your Servant is Listening , Part 1 of 2",Adventures in Odyssey,# 57 : A Call to Something More,"Children 's , Children 's Music , Christian Contemporary Music , Christian",$ 1.99,2013 Focus on the Family,23:24,"August 16 , 2013"
166,"728 : Your Servant is Listening , Part 2 of 2",Adventures in Odyssey,# 57 : A Call to Something More,"Children 's , Children 's Music , Christian Contemporary Music , Christian",$ 1.99,2013 Focus on the Family,25:10:00,"August 16 , 2013"
167,729 : No Chemistry Whatsoever,Adventures in Odyssey,# 57 : A Call to Something More,"Children 's , Children 's Music , Christian Contemporary Music , Christian",$ 1.99,2013 Focus on the Family,24:54:00,"August 16 , 2013"
168,730 : The Friend Formula,Adventures in Odyssey,# 57 : A Call to Something More,"Children 's , Children 's Music , Christian Contemporary Music , Christian",$ 1.99,2013 Focus on the Family,24:18:00,"August 16 , 2013"
169,731 : More Than a Feeling,Adventures in Odyssey,# 57 : A Call to Something More,"Children 's , Children 's Music , Christian Contemporary Music , Christian",$ 1.99,2013 Focus on the Family,25:10:00,"August 16 , 2013"
170,732 : Repent After Me,Adventures in Odyssey,# 57 : A Call to Something More,"Children 's , Children 's Music , Christian Contemporary Music , Christian",$ 1.99,2013 Focus on the Family,25:41:00,"August 16 , 2013"
171,733 : Big Trouble Under the Big Top,Adventures in Odyssey,# 57 : A Call to Something More,"Children 's , Children 's Music , Christian Contemporary Music , Christian",$ 1.99,2013 Focus on the Family,24:48:00,"August 16 , 2013"
172,"734 : Life Expectancy , Part 1 of 3",Adventures in Odyssey,# 57 : A Call to Something More,"Children 's , Children 's Music , Christian Contemporary Music , Christian",$ 1.99,2013 Focus on the Family,26:41:00,"August 16 , 2013"
173,"735 : Life Expectancy , Part 2 of 3",Adventures in Odyssey,# 57 : A Call to Something More,"Children 's , Children 's Music , Christian Contemporary Music , Christian",$ 1.99,2013 Focus on the Family,23:42,"August 16 , 2013"
174,"736 : Life Expectancy , Part 3 of 3",Adventures in Odyssey,# 57 : A Call to Something More,"Children 's , Children 's Music , Christian Contemporary Music , Christian",$ 1.99,2013 Focus on the Family,28:44:00,"August 16 , 2013"
175,"737 : The Pilot , Part 1 of 2",Adventures in Odyssey,# 57 : A Call to Something More,"Children 's , Children 's Music , Christian Contemporary Music , Christian",$ 1.99,2013 Focus on the Family,24:13:00,"August 16 , 2013"
176,"738 : The Pilot , Part 2 of 2",Adventures in Odyssey,# 57 : A Call to Something More,"Children 's , Children 's Music , Christian Contemporary Music , Christian",$ 1.99,2013 Focus on the Family,23:04,"August 16 , 2013"
177,"751 : The Ties That Bind , Part 1",Adventures in Odyssey,# 58 : The Ties That Bind,"Children 's , Children 's Music , Christian Contemporary Music , Christian",$ 0.99,2014 Focus on the Family,24:48:00,"September 1 , 2014"
178,"752 : The Ties That Bind , Part 2",Adventures in Odyssey,# 58 : The Ties That Bind,"Children 's , Children 's Music , Christian Contemporary Music , Christian",$ 0.99,2014 Focus on the Family,26:32:00,"September 1 , 2014"
179,"753 : The Ties That Bind , Part 3",Adventures in Odyssey,# 58 : The Ties That Bind,"Children 's , Children 's Music , Christian Contemporary Music , Christian",$ 0.99,2014 Focus on the Family,22:30,"September 1 , 2014"
180,"754 : The Ties That Bind , Part 4",Adventures in Odyssey,# 58 : The Ties That Bind,"Children 's , Children 's Music , Christian Contemporary Music , Christian",$ 0.99,2014 Focus on the Family,22:55,"September 1 , 2014"
181,"755 : The Ties That Bind , Part 5",Adventures in Odyssey,# 58 : The Ties That Bind,"Children 's , Children 's Music , Christian Contemporary Music , Christian",$ 0.99,2014 Focus on the Family,24:34:00,"September 1 , 2014"
182,"756 : The Ties That Bind , Part 6",Adventures in Odyssey,# 58 : The Ties That Bind,"Children 's , Children 's Music , Christian Contemporary Music , Christian",$ 0.99,2014 Focus on the Family,25:13:00,"September 1 , 2014"
183,"757 : The Ties That Bind , Part 7",Adventures in Odyssey,# 58 : The Ties That Bind,"Children 's , Children 's Music , Christian Contemporary Music , Christian",$ 0.99,2014 Focus on the Family,23:54,"September 1 , 2014"
184,"758 : The Ties That Bind , Part 8",Adventures in Odyssey,# 58 : The Ties That Bind,"Children 's , Children 's Music , Christian Contemporary Music , Christian",$ 0.99,2014 Focus on the Family,24:46:00,"September 1 , 2014"
185,"759 : The Ties That Bind , Part 9",Adventures in Odyssey,# 58 : The Ties That Bind,"Children 's , Children 's Music , Christian Contemporary Music , Christian",$ 0.99,2014 Focus on the Family,24:06:00,"September 1 , 2014"
186,"760 : The Ties That Bind , Part 10",Adventures in Odyssey,# 58 : The Ties That Bind,"Children 's , Children 's Music , Christian Contemporary Music , Christian",$ 0.99,2014 Focus on the Family,23:25,"September 1 , 2014"
187,"761 : The Ties That Bind , Part 11",Adventures in Odyssey,# 58 : The Ties That Bind,"Children 's , Children 's Music , Christian Contemporary Music , Christian",$ 0.99,2014 Focus on the Family,25:53:00,"September 1 , 2014"
188,"762 : The Ties That Bind , Part 12",Adventures in Odyssey,# 58 : The Ties That Bind,"Children 's , Children 's Music , Christian Contemporary Music , Christian",$ 0.99,2014 Focus on the Family,24:34:00,"September 1 , 2014"
189,"763 : The Ties That Bind , Part 13",Adventures in Odyssey,# 58 : The Ties That Bind,"Children 's , Children 's Music , Christian Contemporary Music , Christian",$ 0.99,2014 Focus on the Family,25:50:00,"September 1 , 2014"
190,"764 : The Ties That Bind , Part 14",Adventures in Odyssey,# 58 : The Ties That Bind,"Children 's , Children 's Music , Christian Contemporary Music , Christian",$ 0.99,2014 Focus on the Family,33:15:00,"September 1 , 2014"
191,764a : Bonus Behind The Scenes Of The Train Room Scene,Adventures in Odyssey,# 58 : The Ties That Bind,"Children 's , Children 's Music , Christian Contemporary Music , Christian",$ 0.99,2014 Focus on the Family,7:37,"September 1 , 2014"
192,764b : Bonus Deleted Scenes From The Ties That Bind,Adventures in Odyssey,# 58 : The Ties That Bind,"Children 's , Children 's Music , Christian Contemporary Music , Christian",$ 0.99,2014 Focus on the Family,12:51,"September 1 , 2014"
193,777 : First Things First,Adventures in Odyssey,# 59 : Taking the Plunge,"Children 's , Children 's Music , Christian Contemporary Music , Christian",$ 0.99,2015 Focus on the Family,23:19,"July 1 , 2015"
194,778 : Playing The Predictable,Adventures in Odyssey,# 59 : Taking the Plunge,"Children 's , Children 's Music , Christian Contemporary Music , Christian",$ 0.99,2015 Focus on the Family,24:24:00,"July 1 , 2015"
195,779 : A Big Commitment,Adventures in Odyssey,# 59 : Taking the Plunge,"Children 's , Children 's Music , Christian Contemporary Music , Christian",$ 0.99,2015 Focus on the Family,25:41:00,"July 1 , 2015"
196,780 : Dinner Roll Models,Adventures in Odyssey,# 59 : Taking the Plunge,"Children 's , Children 's Music , Christian Contemporary Music , Christian",$ 0.99,2015 Focus on the Family,23:26,"July 1 , 2015"
197,781 : Out Of The Woods,Adventures in Odyssey,# 59 : Taking the Plunge,"Children 's , Children 's Music , Christian Contemporary Music , Christian",$ 0.99,2015 Focus on the Family,24:49:00,"July 1 , 2015"
198,782 : Let 's Get Together,Adventures in Odyssey,# 59 : Taking the Plunge,"Children 's , Children 's Music , Christian Contemporary Music , Christian",$ 0.99,2015 Focus on the Family,24:31:00,"July 1 , 2015"
199,782a : Bonus Behind The Scenes Of Taking The Plunge '' '',Adventures in Odyssey,# 59 : Taking the Plunge,"Children 's , Children 's Music , Christian Contemporary Music , Christian",$ 0.99,2015 Focus on the Family,6:00,"July 1 , 2015"
200,Changed The Way You Kiss Me ( Radio Edit ),Example,#Hits [ Explicit ],Dance & Electronic,$ 0.99,( c ) 2013 Ministry of Sound Recordings Ltd.,3:13,"August 5 , 2013"
201,Kickstarts ( Radio Edit ),Example,#Hits [ Explicit ],Dance & Electronic,$ 0.99,( c ) 2013 Ministry of Sound Recordings Ltd.,3:02,"August 5 , 2013"
202,We 'll Be Coming Back,Example,#Hits [ Explicit ],Dance & Electronic,$ 0.99,( c ) 2013 Ministry of Sound Recordings Ltd.,3:56,"August 5 , 2013"
203,Stay Awake ( Radio Edit ),Example,#Hits [ Explicit ],Dance & Electronic,$ 0.99,( c ) 2013 Ministry of Sound Recordings Ltd.,3:25,"August 5 , 2013"
204,Wo n't Go Quietly ( Radio Edit ),Example,#Hits [ Explicit ],Dance & Electronic,$ 0.99,( c ) 2013 Ministry of Sound Recordings Ltd.,3:39,"August 5 , 2013"
205,Say Nothing,Example,#Hits [ Explicit ],Dance & Electronic,$ 0.99,( c ) 2013 Ministry of Sound Recordings Ltd.,3:42,"August 5 , 2013"
206,Watch The Sun Come Up ( Radio Edit ),Example,#Hits [ Explicit ],Dance & Electronic,$ 0.99,( c ) 2013 Ministry of Sound Recordings Ltd.,3:24,"August 5 , 2013"
207,Natural Disaster ( Laidback Luke vs. Example ) ( Album Extended ) [ Explicit ],Example,#Hits [ Explicit ],Dance & Electronic,$ 0.99,( c ) 2013 Ministry of Sound Recordings Ltd.,5:06,"August 5 , 2013"
208,Midnight Run ( Radio Edit ),Example,#Hits [ Explicit ],Dance & Electronic,$ 0.99,( c ) 2013 Ministry of Sound Recordings Ltd.,4:00,"August 5 , 2013"
209,Playing In the Shadows,Example,#Hits [ Explicit ],Dance & Electronic,$ 0.99,( c ) 2013 Ministry of Sound Recordings Ltd.,4:39,"August 5 , 2013"
210,Last Ones Standing,Example,#Hits [ Explicit ],Dance & Electronic,$ 0.99,( c ) 2013 Ministry of Sound Recordings Ltd.,3:25,"August 5 , 2013"
211,Hooligans ( VIP Mix ) [ Explicit ],Example,#Hits [ Explicit ],Dance & Electronic,$ 0.99,( c ) 2013 Ministry of Sound Recordings Ltd.,3:37,"August 5 , 2013"
212,Watch The Sun Come Up ( MoÌÁm Remix ),Example,#Hits [ Explicit ],Dance & Electronic,$ 0.99,( c ) 2013 Ministry of Sound Recordings Ltd.,7:16,"August 5 , 2013"
213,Close Enemies ( Jakob Liedholm Remix ),Example,#Hits [ Explicit ],Dance & Electronic,$ 0.99,( c ) 2013 Ministry of Sound Recordings Ltd.,5:40,"August 5 , 2013"
214,Changed The Way You Kiss Me ( Radio Edit ),Example,#Hits [ Explicit ],Dance & Electronic,$ 0.99,( c ) 2013 Ministry of Sound Recordings Ltd.,3:13,"August 5 , 2013"
215,Kickstarts ( Radio Edit ),Example,#Hits [ Explicit ],Dance & Electronic,$ 0.99,( c ) 2013 Ministry of Sound Recordings Ltd.,3:02,"August 5 , 2013"
216,We 'll Be Coming Back,Example,#Hits [ Explicit ],Dance & Electronic,$ 0.99,( c ) 2013 Ministry of Sound Recordings Ltd.,3:56,"August 5 , 2013"
217,Stay Awake ( Radio Edit ),Example,#Hits [ Explicit ],Dance & Electronic,$ 0.99,( c ) 2013 Ministry of Sound Recordings Ltd.,3:25,"August 5 , 2013"
218,Wo n't Go Quietly ( Radio Edit ),Example,#Hits [ Explicit ],Dance & Electronic,$ 0.99,( c ) 2013 Ministry of Sound Recordings Ltd.,3:39,"August 5 , 2013"
219,Say Nothing,Example,#Hits [ Explicit ],Dance & Electronic,$ 0.99,( c ) 2013 Ministry of Sound Recordings Ltd.,3:42,"August 5 , 2013"
220,Watch The Sun Come Up ( Radio Edit ),Example,#Hits [ Explicit ],Dance & Electronic,$ 0.99,( c ) 2013 Ministry of Sound Recordings Ltd.,3:24,"August 5 , 2013"
