entity_id,title,manufacturer,price,source_A_id,source_B_id
DN2-00383,internet security barrier x4 antispam edition,intego inc,71.75,641,304
DN2-00384,mcafee total protection 2007 - 3 users,mcafee,99.99,642,305
DN2-00385,vuvideo anywhere for your ipod,abacus software,29.95,644,316
DN2-00386,quickverse mac bible study 2007 white box,findex,59.95,645,317
DN2-00387,3d home architect home design deluxe version 9,encore,29.99,646,312
DN2-00388,acrobat professional 8 (windows),adobe,273,647,313
DN2-00389,wanted: a wild western adventure,dreamcatcher interactive,29.99,649,228
DN2-00390,emedia guitar basics,emedia music,16.64,650,233
DN2-00391,webexpress,ingram micro,69.99,651,229
DN2-00392,more brain games,csdc,9.99,652,237
DN2-00393,usa/world extreme landscapes bundle,abacus,39.95,653,234
DN2-00394,macdrive 7,mediafour corporation,49.95,656,240
DN2-00395,snap! hair styler studio,topics entertainment,4.99,657,210
DN2-00396,riding academy: jump & ride,viva media,19.99,659,217
DN2-00397,toysight gold for isight: includes 15 games (mac),freeverse software,29.99,660,211
DN2-00398,ford racing 2 (mac),feral interactive,19.99,661,219
DN2-00399,printmaster gold v 17.0,encore software,19.99,662,218
DN2-00400,gorilla 4 standard,jungle software,299,663,223
DN2-00401,sonic mega collection plus,sega of america inc.,19.99,664,222
DN2-00402,scholastic brain play: pre-kindergarten - 1st grade,topics entertainment,19.99,665,1482
DN2-00403,bryce 6,re:launch,109.95,666,254
DN2-00404,school zone flash action -- addition/subtraction (windows/macintosh),school zone,12.99,667,255
DN2-00405,art explosion 600 000 images,nova development,79.99,668,257
DN2-00406,mcsa/mcse self-paced training kit (exams 70-292 & 70-296) - upgrading your certi,microsoft,70,670,1641
DN2-00407,instant immersion german v2.0 (pc & mac),topics entertainment,29.99,671,259
DN2-00408,datapilot cell phone data transfer suite universal,susteen,79.99,673,265
DN2-00409,hospital tycoon for pc,warner new media,29.99,674,266
DN2-00410,mozy 3.0,simply put software llc,43.3,675,271
DN2-00411,math advantage 2008,encore,39.99,676,242
DN2-00412,route 66 route canada (french),csdc,35.98,677,243
DN2-00413,the sims 2: open for business expansion pack,aspyr media,34.99,678,245
DN2-00414,lego star wars (dvd) (mac),aspyr media,29.99,679,247
DN2-00415,grisoft avg anti-virus & anti-spyware - 2 year subscription,grisoft,39.95,680,248
DN2-00416,phase one capture one le,phase one,76.99,681,249
DN2-00417,family tree maker version 16 collectors edition,encore software,85.07,682,250
DN2-00418,sims 2 university expansion pack,aspyr media,34.99,683,251
DN2-00419,dk amazing animals 1.1,global software publishing,9.99,684,2640
DN2-00420,sunset boulevard,yamaha,31.95,685,424
DN2-00421,kakuro puzzle addict unlimited edition,global software publishing,9.99,686,2641
DN2-00422,eovia carrara 5 pro,eovia,445.3,687,420
DN2-00423,global software smart steps 1st grade ( windows macintosh ),global software,9.08,688,2638
DN2-00424,wild photo effects (jewel case),on hand software,9.99,689,417
DN2-00425,amazing animals with zoofari games (win/mac),global software,8.79,690,2639
DN2-00426,morpheus photo animation suite,smith micro software inc.,49.99,691,413
DN2-00427,scrapbook for windows,abacus,26.14,692,414
DN2-00428,sims complete,aspyr media,49.99,693,411
DN2-00429,airline tycoon deluxe,topware interactive,19.99,694,410
DN2-00430,intellimover transfer your pc deluxe,nova development,69.99,695,409
DN2-00431,dk exotic animals africa,global software publishing,9.99,696,2645
DN2-00432,ilisten with headset microphone 1.7,csdc,149.99,697,406
DN2-00433,world of warcraft expansion: burning crusade,blizzard entertainment,39.99,699,404
DN2-00434,sudoku puzzle addict,global software publishing north america inc,6.99,700,2643
DN2-00435,alliance future combat,strategy first,19.99,701,403
DN2-00436,dk smart steps 3rd grade,global software publishing,9.99,702,2644
DN2-00437,marine aquarium 2.0 (mac),encore,19.99,703,401
DN2-00438,family tree maker 2008 platinum,encore,99.95,704,402
DN2-00439,spongebob squarepants typing 2008 win/mac,encore software,19.95,705,400
DN2-00440,call of duty deluxe (mac) (dvd),aspyr media,39.99,706,397
DN2-00441,gsp crossword addict,global software publishing north america inc,9.99,707,2642
DN2-00442,mike garson jazzical suite,yamaha,34.95,708,398
DN2-00443,avid liquid pro,avid technology,1942.6,709,2679
DN2-00444,learn to play chess with fritz & chesster 2 (mac),viva media,29.99,710,449
DN2-00445,land before time: kindergarten,brighter minds media inc.,9.99,711,448
DN2-00446,3ds max 9 com new slm,autodesk m & e box,3495,713,2672
DN2-00447,backpack journalist,honest technology,79.99,714,445
DN2-00448,steinberg nuendo 3 digital audio software,steinberg,2499,715,2657
DN2-00449,learn2 training for microsoft excel,topics entertainment - software (consignment),9.99,716,439
DN2-00450,simply put software gotta sing ( windows/macintosh ),simply put software,34.97,717,2654
DN2-00451,omniweb 5.0,omni group,29.99,718,438
DN2-00452,simply put software data eliminator,simply put software,34.97,719,2646
DN2-00453,ibm viavoice advanced v.10,nuance communications inc.,57.54,720,437
DN2-00454,f/a-18 operation iraqi freedom,graphics simulations corporation,39.99,723,434
DN2-00455,instant immersion italian platinum,topics entertainment,129.99,724,2236
DN2-00456,civilization iv warlords (mac),aspyr media,29.99,725,430
DN2-00457,clickart 1.2 million dvd 2006 by broderbund,encore software,49.99,726,2764
DN2-00458,middle school success essentials,topics entertainment,29.99,727,433
DN2-00459,adventure workshop preschool (jewel case),encore software,29.99,728,2761
DN2-00460,print shop 22 deluxe,encore,49.99,731,431
DN2-00461,iris readiris pro 11.0 (mac),i.r.i.s.,129.95,732,423
DN2-00462,chessmaster 9000 (mac),feral interactive,39.99,733,425
DN2-00463,star wars empire at war (intel only macs),aspyr media,49.99,735,355
DN2-00464,mariner calc speadsheet (mac),mariner software,59.99,737,359
DN2-00465,diner dash (pc & mac),brighter minds,14.99,738,349
DN2-00466,marketcircle daylite v3.0 (mac),csdc,149,739,348
DN2-00467,lego star wars ii: the original trilogy for mac,feral interactive,39.99,740,352
DN2-00468,rollercoaster tycoon 3: soaked,aspyr media,19.99,741,350
DN2-00469,microspot interiors (mac),microspot ltd.,99.95,743,341
DN2-00470,project x project management software,marware,199.95,744,346
DN2-00471,age of empires iii,destineer,49.99,745,345
DN2-00472,microsoft office & windows training professional,topics entertainment,49.95,746,1462
DN2-00473,internet cleanup 3.0,aladdin systems,29.99,747,338
DN2-00474,micromat protogo,micromat,109.99,748,336
DN2-00475,44 years of the fantastic four,git corp,49.99,749,340
DN2-00476,rise of nations: gold (mac),macsoft,49.99,750,339
DN2-00477,circus ponies-notebook 2.0 mac os,csdc,49.95,751,390
DN2-00478,humorous greeting card factory,nova development,29.99,752,392
DN2-00479,panda software antivirus & firewall 2008 - windows,panda software,31.53,753,396
DN2-00480,microsoft visual studio team edition for software testers 2005 w/msdn premium renewal,microsoft software,2309,754,2550
DN2-00481,i transfer dvds 2 ipod edition (win/mac),me too software,29.99,755,395
DN2-00482,station access collection,sony creative software,29.99,756,385
DN2-00483,agatha christie: and then there were none,dreamcatcher interactive,29.99,757,386
DN2-00484,brothers in arms: road to hill 30 (dvd-rom),ubi soft,19.99,759,388
DN2-00485,command and conquer generals deluxe dvd-rom (mac),aspyr media,59.99,760,378
DN2-00486,battlefield 1942: deluxe edition,electronic arts,29.99,761,381
DN2-00487,power director 3,avanquest publishing usa inc.,79.95,762,383
DN2-00488,cosmi rom03558 print perfect clip art deluxe,cosmi,6.99,763,384
DN2-00489,adobe illustrator cs3 [mac],adobe,599,765,463
DN2-00490,micromat techtool pro 4 (mac),micromat,99.99,769,375
DN2-00491,varmint hunter (jewel case),encore,9.99,770,2459
DN2-00492,hoyle casino 2007,encore,19.95,771,2458
DN2-00493,3d home architect landscape v.8 by encore software,encore software,39.99,772,2457
DN2-00494,hoyle backgammon jc,encore,7.99,773,1467
DN2-00495,microsoft excel 2004 (mac),microsoft,229.99,774,2186
DN2-00496,pc hoyle bridge,encore software,9.99,775,2462
DN2-00497,corel dvd moviefactory 6.0,corel,49.99,776,2115
DN2-00498,axis & allies collector's edition,encore,19.99,777,2461
DN2-00499,jewels of cleopatra,encore software,19.95,778,2460
DN2-00500,jeopardy! deluxe,encore,19.99,779,2453
DN2-00501,hoyle 4-pack 2006,encore software,19.95,780,2452
DN2-00502,hoyle puzzle & board games,encore software,19.95,781,2451
DN2-00503,hoyle mahjongg (jewel case),encore,9.99,782,2387
DN2-00504,scrabble champion edition,encore,19.95,783,2456
DN2-00505,hoyle kids' games jc,encore,9.99,784,2455
DN2-00506,cyberchase adventures: carnival chaos and casablanca quest,brighter minds media inc.,19.99,785,490
DN2-00507,hoyle south beach solitaire,encore,9.99,786,2454
DN2-00508,monopoly 3,encore,9.99,787,704
DN2-00509,ca arcserve bkup r11.5 win client vss software snap-shot- prod only,computer associates,799.97,788,2473
DN2-00510,ulead videostudio 11,corel,89.99,789,2121
DN2-00511,hoyle solitaire (jewel case),encore,9.99,791,666
DN2-00512,hp dss software - ( v. 4.0 ) - complete package ( t1936aa ua0 ),hewlett packard (consumables),630.36,792,795
DN2-00513,ulead systems dvd workshop 2,ulead systems,494.99,794,2481
DN2-00514,final draft 7/syd field's screenwriting workshop dvd bundle,final draft,249.99,795,2477
DN2-00515,adobe creative suite cs3 master collection [mac],adobe,2499,796,941
DN2-00516,digidesign music production toolkit (pro tools le),digidesign,495,797,2478
DN2-00517,hoyle texas hold 'em poker (jewel case),encore,9.99,798,2463
DN2-00518,chicken hunter: license to grill - the great poultry race,encore,9.99,799,2464
DN2-00519,media studio for psp standard editon,encore software,29.99,800,2921
DN2-00520,3d home architect landscape designer v8,encore software,29.99,801,532
DN2-00521,hoyle: classic collection 2006,encore,19.99,802,2468
DN2-00522,monopoly here & now,encore,19.95,803,2469
DN2-00523,chicken hunter wanted jc,encore,9.99,804,2465
DN2-00524,notetaker 1.5,aquaminds,69.99,806,335
DN2-00525,business plan writer deluxe 8.0 2005,nova development,99.99,807,2400
DN2-00526,microsoft visual studio team suite 2005 with msdn premium (cd & dvd),microsoft,10949,809,2526
DN2-00527,canopus 77010158100 let's edit,canopus,99,811,2552
DN2-00528,mavis beacon 17 standard,encore software,19.95,812,2681
DN2-00529,riverdeep adventure workshop 4th-6th grade 8th edition,riverdeep,17.1,813,686
DN2-00530,adventure workshop preschool-1st grade 8th edition,encore,19.99,814,184
DN2-00531,sharks 2.0 (pc & mac),e b c marketing,19.99,815,2487
DN2-00532,microsoft word 2004 upgrade (mac),microsoft,109.99,816,2479
DN2-00533,vegas 6 for pc,sony pictures home entertainment,599.99,817,2497
DN2-00534,m-audio pro tools m-powered 7.3 m-audio compatible world-class production software,m-audio,299.99,819,2622
DN2-00535,pinnacle mobile media converter,pinnacle,29.99,820,2623
DN2-00536,avid liquid vs 7 software,avid technology,888.75,821,2628
DN2-00537,acad corel painter x pc/mac,corel,155.22,822,956
DN2-00538,rainbow fish and the whale (win/mac),global software publishing,9.99,823,2629
DN2-00539,global software smart steps 2nd grade ( windows macintosh ),global software,9.08,824,2630
DN2-00540,punch! viacad 2d/3d,punch! software,99,825,2505
DN2-00541,handmark oxford american desk dictionary and thesaurus,handmark inc.,24.2,827,2558
DN2-00542,i love the usa,global software publishing,9.99,828,2569
DN2-00543,adobe photoshop cs3 extended upgrade [mac],adobe,349,829,893
DN2-00544,computrace lojack for laptops - 3 year license (mac),absolute software,99.95,830,459
DN2-00545,adobe photoshop cs3 extended,adobe,999,831,2485
DN2-00546,digital video and audio production book for vegas 7+dvd,sony pictures digital entertainment,49.35,832,1473
DN2-00547,now up-to-date & contact v5.0 (mac),now software,109.99,836,955
DN2-00548,iplaymusic beginner guitar lessons for the mac and ipod,iplaymusic,49.99,837,179
DN2-00549,discrete drums: vol.1,sony media software,59.95,838,421
DN2-00550,safekeeper plus,bling software,35.97,840,2359
DN2-00551,punch! professional home design platinum v10,punch! software,99,843,2348
DN2-00552,cinescore professional soundtrack edition,sony pictures digital entertainment,249.95,844,2344
DN2-00553,onone essentials for adobe photoshop elements,onone software,59.95,845,2342
DN2-00554,bookkeeper 2008,individual software,39.99,846,190
DN2-00555,micromat podlock (mac),micromat,69,847,188
DN2-00556,videostudio 11 plus,corel,89.95,848,2412
DN2-00557,cakewalk sonar home studio 6 xl,cakewalk,209,849,2399
DN2-00558,microsoft onenote 2007 upgrade,microsoft,79.95,850,2694
DN2-00559,onone software intellihance pro 4.1,onone software,159.99,851,794
DN2-00560,apple ilife '06 family pack (mac dvd) [older version],apple computer,99,852,227
DN2-00561,creating keepsakes scrapbook designer version 2 platinum,riverdeep - learning company,39.99,853,2003
DN2-00562,cakewalk project5 version 2,cakewalk,259,854,2396
DN2-00563,cubase se3 educational edition,steinberg,145.73,855,207
DN2-00564,vocabulary puzzles grade 1,school zone,14.95,856,206
DN2-00565,cakewalk sonar home studio 6,cakewalk,139,857,2390
DN2-00566,system care professional,avanquest,49.95,858,202
DN2-00567,punch! ultimate deck and landscape,punch! software,29,859,2380
DN2-00568,live bingo,imagination international corp,10.86,860,200
DN2-00569,upgrade crystal reports 11 pro french,business objects,479.78,861,2213
DN2-00570,tiny term emulator v4.3x,century software,219.63,862,2384
DN2-00571,apple garageband jam pack: rhythm section,apple,99,863,979
DN2-00572,peachtree by sage premium accounting for manufacturing 2007 multi user (up to 5 users),sage software,1199.99,866,198
DN2-00573,century software - tinyterm plus v.4.0 - complete product,century software,188.97,867,2372
DN2-00574,adobe soundbooth cs3 [mac],adobe,199,868,171
DN2-00575,timbuktu remote control softwre 1 license for mac os,netopia,97.99,869,194
DN2-00576,poser figure artist,efrontier,99.99,870,193
DN2-00577,sony sound forge 9 boxed upgrade,sony media,232.05,871,2666
DN2-00578,super granny 3,encore software,19.99,872,2435
DN2-00579,the print shop 22 deluxe sb cs by the print shop,encore software,49.95,873,2434
DN2-00580,marine aquarium + sharks,encore software,9.95,874,1526
DN2-00581,adobe creative suite cs3 production premium,adobe,1699,875,912
DN2-00582,checkmark multiledger,checkmark software,399,876,118
DN2-00583,ipswitch inc ws ftp pro 9 sdk w/ ws ftp pro ( wd-1000-0900 ),ipswitch inc,395,877,119
DN2-00584,123 movies 2 ipod w/ av cables umd size,bling,29.99,878,2232
DN2-00585,hoyle bridge club,encore,29.95,879,2431
DN2-00586,scrabble champion edition,encore,19.95,881,2433
DN2-00587,ilisten (mac),macspeech inc.,99.99,883,152
DN2-00588,adobe premiere pro cs3,adobe,799,884,791
DN2-00589,starship troopers/first to fight bundle,destineer,19.95,885,155
DN2-00590,art text,belight software,49.95,886,156
DN2-00591,hoyle card games 2007,encore software,19.99,887,2430
DN2-00592,reel deal slots mystic forest,phantom efx,19.95,888,158
DN2-00593,adobe creative suite cs3 production premium upsell,adobe,1199,889,450
DN2-00594,risk ii jc,encore,9.99,890,2429
DN2-00595,onone genuine fractals 5 - full 1u,onone software,159.95,891,2763
DN2-00596,partition commander 10,avanquest,49.95,893,149
DN2-00597,sony sound effects series vol 1 through 10,sony pictures digital entertainment,370.97,894,2484
DN2-00598,mavis beacon teaches typing 17 standard,encore software,19.99,895,973
DN2-00599,vault360 combo,navarre (software),29.95,896,151
DN2-00600,efrontier anime studio pro (win/mac),efrontier,199.99,897,165
DN2-00601,monopoly here & now,encore,19.95,898,2448
DN2-00602,hoyle card games (jewel case),encore software,9.99,899,1553
